会社,証券コード,時価総額,PER,前日比 (%),年初来 (%),5年前比 (%),,,
ELECTRONIC ARTS INC.,EA,37242740582,35.6,0.424,-2.939166097,27.628977170591412,,248,37242740582
Ingersoll Rand Inc.,IR,37028781517.119995,43.77,1.245,1.5697545876630699,161.69182569068641,,249,37028781517
"Robinhood Markets, Inc.",HOOD,36765549494,70.03,4.492,29.227053140096615,,,250,36765549494
FAIRFAX FINANCIAL HOLDINGS LTD,FRFHF,36159963623.340004,,0.819,-0.602262261,195.97070695816876,,251,36159963623
ARCH CAPITAL GROUP LTD.,ACGL,35934861863,6.29,-0.614,3.421765024,114.34021543985637,,252,35934861863
SYSCO CORP,SYY,35893891127,18.49,-0.205,-4.433690819,-11.60174208,,253,35893891127
Ferguson plc,FERG,35854495116,19.19,0.623,2.2930229878435284,91.80636068134461,,254,35854495116
"Coupang, Inc.",CPNG,35826686478,34.76,-1.165,0.3639672429481351,,,255,35826686478
IQVIA HOLDINGS INC.,IQV,35820840000,25.5,-0.152,0.43254796193579637,22.606696900043488,,256,35820840000
IMPERIAL OIL LTD,IMO,35811201787,,-0.335,11.071428571428584,150.2560351,,257,35811201787
Vulcan Materials CO,VMC,35669746056,42.08,0.346,5.003304435719016,93.10788589404447,,258,35669746056
Kraft Heinz Co,KHC,35392549147,25.78,1.036,-4.689026376,-7.752915222,,259,35392549147
"United Airlines Holdings, Inc.",UAL,35314694142,,1.197,10.587023686920702,19.92405628769265,,260,35314694142
RESMED INC,RMD,35198683976,31.63,1.118,4.849359394813945,49.18185777390656,,261,35198683976
YUM BRANDS INC,YUM,34973284743,22.92,-0.729,-6.589147287,22.670321064996088,,262,34973284743
WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,WAB,34668418265,32.37,1.174,6.382193153647336,152.61773547094188,,263,34668418265
SUN LIFE FINANCIAL INC,SLF,34439787528.909996,,-0.254,-0.724637681,21.86594952420353,,264,34439787529
IDEXX LABORATORIES INC,IDXX,34330964229,39.63,-2.184,1.4077012383900893,44.61230684326708,,265,34330964229
RAYMOND JAMES FINANCIAL INC,RJF,34077528060.359997,16.48,1.28,7.5194746668383345,162.64940101358036,,266,34077528060
HUMANA INC,HUM,34031857872,25.02,2.476,11.398841196641825,-23.01637022,,267,34031857872
Verona Pharma plc,VRNA,33969755187,,-3.262,11.735572782084418,778.0033840947546,,268,33969755187
LENNAR CORP,LEN,33800761887.899998,7.98,0.604,3.7911564127007296,123.99113783826556,,269,33800761888
"CONSTELLATION BRANDS, INC.",STZ,33458972410,57.74,-0.141,-16.60180995,-3.431834853,,270,33458972410
MARTIN MARIETTA MATERIALS INC,MLM,33160213006,16.7,2.133,5.045498547918669,106.28873426865897,,271,33160213006
GENERAL MILLS INC,GIS,33104125088,13.67,0.794,-6.492080916,11.001489203276265,,272,33104125088
ISHARES GOLD TRUST,IAU,33059366500,3.55,-0.507,2.9892950919006296,71.68350168,,273,33059366500
DEXCOM INC,DXCM,32958439008.199997,48.41,-0.542,8.499421371,43.987031269997004,,274,32958439008
TAKE TWO INTERACTIVE SOFTWARE INC,TTWO,32738701956.309998,,1.658,1.2657540199912916,46.04356001253524,,275,32738701956
M&T BANK CORP,MTB,32646647048.079998,13.66,0.337,4.654007765544392,20.01219884111009,,276,32646647048
EQUIFAX INC,EFX,32583266183,57.31,-0.518,3.146949185795563,74.06303800821084,,277,32583266183
Texas Pacific Land Corp,TPL,32458958499,72.34,1.422,27.74422221418496,452.1181994400064,,278,32458958499
"HARTFORD FINANCIAL SERVICES GROUP, INC.",HIG,32447499070.350002,10.71,-0.48,2.312614259597808,85.71428571428572,,279,32447499070
CONSOLIDATED EDISON INC,ED,32441501593.500004,17.59,1.551,4.953490978370496,5.024111248177633,,280,32441501594
"DuPont de Nemours, Inc.",DD,32379005690,39.01,1.057,1.5999999999999943,25.559157212317658,,281,32379005690
"ROCKWELL AUTOMATION, INC",ROK,32356225459,33.97,2.007,0.28342489240351654,39.627789145474054,,282,32356225459
WILLIS TOWERS WATSON PLC,WTW,32297622597,,-0.456,2.3655982633124637,57.03511435427785,,283,32297622597
LAS VEGAS SANDS CORP,LVS,32191162303,17.6,0.955,-13.55140187,-39.50953678,,284,32191162303
IRON MOUNTAIN INC,IRM,32051741721,299.06,-0.934,3.910189325468565,250.96401028277631,,285,32051741721
Extra Space Storage Inc.,EXR,31924725491.399998,37.57,-0.66,0.6684491978609515,35.78577224776848,,286,31924725491
DECKERS OUTDOOR CORP,DECK,31889944501.079998,36.43,0.812,3.358117090944887,629.4451438729857,,287,31889944501
"ALNYLAM PHARMACEUTICALS, INC.",ALNY,31764130430,,-1.16,4.657685606221577,106.35997988939167,,288,31764130430
EBAY INC,EBAY,31705010000,15.7,1.737,6.844229217110566,84.27060133630289,,289,31705010000
EQT Corp,EQT,31600384640,,-1.525,14.855779657341145,519.4152046783626,,290,31600384640
"Live Nation Entertainment, Inc.",LYV,31509483222.850002,46.49,1.535,4.718146718146727,81.63675328154304,,291,31509483223
CENTENE CORP,CNC,31427846250,10.25,-0.986,2.7566853747111253,-4.42192538,,292,31427846250
"WEC ENERGY GROUP, INC.",WEC,31328580787,24.29,0.65,5.306252658443199,2.973900384735373,,293,31328580787
MICROCHIP TECHNOLOGY INC,MCHP,31130483265,39.83,3.168,1.0810810810810665,6.542914905348283,,294,31130483265
AVALONBAY COMMUNITIES INC,AVB,31027630007,29.77,0.11,-0.831931627,1.5124016938898848,,295,31027630007
VICI PROPERTIES INC.,VICI,30940011156,10.83,0.239,0.4792879150975722,12.065673921344029,,296,30940011156
CARDINAL HEALTH INC,CAH,30558666213.809998,24.14,-0.598,6.764183647586037,132.02866593164276,,297,30558666214
MONOLITHIC POWER SYSTEMS INC,MPWR,30527499600.000004,70.3,4.887,5.766435693763739,247.02229122768108,,298,30527499600
HP INC,HPQ,30487804397.359997,10.99,0.495,-0.36775973,50.02307337332718,,299,30487804397
"COSTAR GROUP, INC.",CSGP,30275510330.449997,172.63,0.586,3.1568654840061328,13.273820479784021,,300,30275510330
"BROWN & BROWN, INC.",BRO,30182908065,28.48,-0.378,3.4601058615957783,156.68774319066148,,301,30182908065
"Cheniere Energy Partners, L.P.",CQP,30078657153,10.77,0.339,16.980421686747007,52.641708691036655,,302,30078657153
Hewlett Packard Enterprise Co,HPE,30051192306,16.2,-1.153,8.384074941451985,46.73430564362715,,303,30051192306
CARNIVAL CORP,CCL,29835160752.100002,19.06,3.194,3.7319422150882815,-49.65920156,,304,29835160752
Liberty Media Corp,LSXMA,29828143113.870003,,,-22.44258873,-45.39254164,,305,29828143114
FIFTH THIRD BANCORP,FITB,29731890454,13.37,2.473,4.872280037842941,50.86764206,,306,29731890454
CARVANA CO.,CVNA,29620339277,226.11,-0.617,13.340873328088108,164.29308565531477,,307,29620339277
NUCOR CORP,NUE,29241252429,10.27,0.948,6.700368434581435,133.4208059981256,,308,29241252429
Xylem Inc.,XYL,29070763161,35.03,0.597,3.1373901051542816,43.891293891293884,,309,29070763161
"Keysight Technologies, Inc.",KEYS,28754398490,31.36,0.37,3.1500964950507324,60.28828480216697,,310,28754398490
DOW INC.,DOW,28731762958,25.18,0.416,2.2676302018439998,-21.79878049,,311,28731762958
FIRST CITIZENS BANCSHARES INC,FCNCA,28421875531,10.97,1.527,3.5929617324966188,311.6405897397322,,312,28421875531
GoDaddy Inc.,GDDY,28206035169,15.23,0.03,1.7935856513147712,177.42336371168187,,313,28206035169
KELLANOVA,K,28189393771,27.69,0.27,1.000370507595406,23.20450673588776,,314,28189393771
PPG INDUSTRIES INC,PPG,27895680000,18.32,0.535,0.6613645876935976,-5.627501766,,315,27895680000
METTLER TOLEDO INTERNATIONAL INC,MTD,27666977819.100002,34.77,-0.161,5.863461035564853,55.950016251941236,,316,27666977819
GLOBAL PAYMENTS INC,GPN,27592330011,19.45,-0.623,-3.248259861,-44.66955856,,317,27592330011
Fortive Corp,FTV,27377767211,31.62,0.267,5.213333333333338,20.586808940050204,,318,27377767211
CARNIVAL PLC,CUK,26995915280,17.25,3.267,3.909373611728114,-51.77319588,,319,26995915280
"BROADRIDGE FINANCIAL SOLUTIONS, INC.",BR,26931309465.600002,39.2,-0.277,1.9063204918395371,78.12137611132587,,320,26931309466
Synchrony Financial,SYF,26767426331,8.46,1.386,5.769230769230774,93.77113866967309,,321,26767426331
DOVER Corp,DOV,26763408727.280003,17.18,0.309,3.9872068230277335,63.110367892976626,,322,26763408727
EQUITY RESIDENTIAL,EQR,26472794540.519997,27.59,-0.683,-2.773132664,-15.44055266,,323,26472794541
HALLIBURTON CO,HAL,26267209352,10.22,2.152,9.966899595439486,25.57748845,,324,26267209352
Wheaton Precious Metals Corp.,WPM,26173810804,,0.505,2.7204836415362763,106.10060649304316,,325,26173810804
LPL Financial Holdings Inc.,LPLA,26127731500,25.99,0.786,6.866558451502257,252.95367185919486,,326,26127731500
CHURCH & DWIGHT CO INC,CHD,26084887551,47.44,0.188,1.6808327762391428,48.53515624999997,,327,26084887551
NVR INC,NVR,25622766045,15.68,0.084,2.2492022154568616,116.0655415809762,,328,25622766045
DTE ENERGY CO,DTE,25610058465,16.73,0.545,2.409937888198769,9.341879837500585,,329,25610058465
Nutrien Ltd.,NTR,25528760303,,0.233,15.351955307262571,9.573338993844189,,330,25528760303
NSTAR ELECTRIC CO,NSARO,25358487040,,,-2.43902439,-23.08431882,,331,25358487040
CDW Corp,CDW,25150926421,22.66,0.501,8.440588370489536,30.88072122052705,,332,25150926421
PRICE T ROWE GROUP INC,TROW,25150673598.699997,11.47,0.963,0.10611017773453568,-12.91862538,,333,25150673599
AMEREN CORP,AEE,25136587818,22.09,0.33,5.6428090643930915,18.88650422926399,,334,25136587818
LyondellBasell Industries N.V.,LYB,25103702109,11.65,0.874,4.079709169247337,-11.53696658,,335,25103702109
WILLIAMS SONOMA INC,WSM,24968361438.690002,26.29,1.858,9.531266875472525,430.1359121798224,,336,24968361439
TEVA PHARMACEUTICAL INDUSTRIES LTD,TEVA,24836460691,,1.107,-0.54446461,106.40301318267421,,337,24836460691
"Ventas, Inc.",VTR,24699981523,,0.925,0.016980811682799413,0.443383356,,338,24699981523
"American Water Works Company, Inc.",AWK,24673566347.399998,25.1,0.19,1.6949152542372872,-1.532239247,,339,24673566347
Ubiquiti Inc.,UI,24587899840,63.01,-0.996,22.498719609556233,138.08994027403676,,340,24587899840
Archer-Daniels-Midland Co,ADM,24543984241,13.65,0.549,1.5241488519398132,13.123070136744587,,341,24543984241
PPL Corp,PPL,24537502666,33.16,0.241,2.433764633394958,-7.536151279,,342,24537502666
WEST PHARMACEUTICAL SERVICES INC,WST,24358532863,48.76,-0.255,2.6804249603125925,112.38949229603432,,343,24358532863
DEVON ENERGY CORP,DVN,24288000000,,-1.223,15.948670944088008,72.51565187459735,,344,24288000000
EDISON INTERNATIONAL,EIX,24274321866,15.57,2.518,-21.46793587,-18.10344828,,345,24274321866
FRANCO NEVADA Corp,FNV,24171776783,,0.777,6.964877965813415,19.35851205162271,,346,24171776783
PULTEGROUP INC,PHM,24000767642,8.33,0.086,7.465564738292002,180.91694671147388,,347,24000767642
WATERS CORP,WAT,23987974296,38.53,-0.353,8.900749366542655,70.02651403560455,,348,23987974296
CGI INC,GIB,23777897483,,-0.239,-0.759238932,25.34950895436164,,349,23777897483
HUBBELL INC,HUBB,23474424722,31.04,0.797,4.414046647091126,194.79005189728383,,350,23474424722
ROLLINS INC,ROL,23454891925,49.96,0.269,4.487594390507013,104.70845508900231,,351,23454891925
"Warner Bros. Discovery, Inc.",WBD,23354131723,,0.528,-9.933774834,-70.94903875,,352,23354131723
"EMCOR Group, Inc.",EME,23298662822,25.15,-0.885,11.581846221634734,485.10859519408496,,353,23298662822
ON SEMICONDUCTOR CORP,ON,23261314037.940002,13.23,2.093,-13.35448057,118.25809029165003,,354,23261314038
LENNOX INTERNATIONAL INC,LII,23064648868.800003,30.6,0.716,6.2629246676514185,161.67400881057267,,355,23064648869
Grayscale Bitcoin Trust (BTC),GBTC,23032264805,,4.387,12.19940556606322,858.6295648745199,,356,23032264805
"Expedia Group, Inc.",EXPE,23002294811,21.48,-0.737,0.5098481189287725,67.60336495435834,,357,23002294811
FIRSTENERGY CORP,FE,22989285290,22.47,-0.474,0.2765208647561508,-18.22468225,,358,22989285290
MARKEL GROUP INC.,MKL,22818620561,7.41,0.284,2.7713572351308926,50.021986571278774,,359,22818620561
BERKLEY W R CORP,WRB,22673612640,14.36,-1.441,1.6746411483253638,105.06291019905714,,360,22673612640
ATMOS ENERGY CORP,ATO,22590430112,21.66,0.297,4.379981331,26.728271292825397,,361,22590430112
HERSHEY CO,HSY,22585203053,12.73,-0.747,-9.731325657,2.617976774,,362,22585203053
"TERADYNE, INC",TER,22540026341,43.92,0.603,9.911054638,96.31205673758868,,363,22540026341
WESTERN DIGITAL CORP,WDC,22484877783.120003,59.17,1.23,9.072614456,-5.286151158,,364,22484877783
CAMECO CORP,CCJ,22416494075.760002,,4.282,0.46701692936368033,480.1123595505618,,365,22416494076
TELEDYNE TECHNOLOGIES INC,TDY,22084373899,23.37,0.383,2.1028591127485896,25.52047465169251,,366,22084373899
REGIONS FINANCIAL CORP,RF,21994503113,12.57,-1.305,2.8911564625850446,45.34534534534535,,367,21994503113
CINCINNATI FINANCIAL CORP,CINF,21987282247,7.16,-1.574,-2.115518441,33.28911210082441,,368,21987282247
WEYERHAEUSER CO,WY,21942776400,41.09,0.566,7.282415630550631,0.3731788375183953,,369,21942776400
SBA COMMUNICATIONS CORP,SBAC,21892679843.760002,31.94,-0.279,-0.093228656,-18.79312408,,370,21892679844
"ZIMMER BIOMET HOLDINGS, INC.",ZBH,21810515887,20.11,0.569,3.7205339392218235,-24.0881347,,371,21810515887
FLEETCOR TECHNOLOGIES INC,FLT,21790322432.739998,22.192223602175396,-0.831,7.306889352818359,25.552703485965054,,372,21790322433
Coterra Energy Inc.,CTRA,21707985699.399998,17.51,-1.207,15.38762725137039,88.69070993102832,,373,21707985699
INTERNATIONAL FLAVORS & FRAGRANCES INC,IFF,21704872909,,0.533,0.4021289178001126,-36.23525877,,374,21704872909
"ILLUMINA, INC.",ILMN,21675861999.999996,,-0.51,2.274938262,-56.96549108,,375,21675862000
"Pure Storage, Inc.",PSTG,21629511244,166.71,1.345,7.927722611102055,249.68354430379742,,376,21629511244
Fox Corp,FOXA,21372077042,10.84,-0.662,-1.193906958,22.73075939657376,,377,21372077042
PACKAGING CORP OF AMERICA,PKG,21361901554,27.63,1.084,5.658952605161474,118.06930693069307,,378,21361901554
DARDEN RESTAURANTS INC,DRI,21355711513,20.53,0.381,-2.646097809,60.82647553313865,,379,21355711513
CENTERPOINT ENERGY INC,CNP,21220240107,22.04,-0.732,2.6158209895997544,20.369685767097963,,380,21220240107
EVERSOURCE ENERGY,ES,21203688775,,-0.43,0.7661500957687508,-34.05879672,,381,21203688775
NORTHERN TRUST CORP,NTRS,21183609278,12.54,0.357,4.2634146341463435,-0.982118039,,382,21183609278
UNITED PARCEL SERVICE INC,UPS,21175658083.429996,3.74,-0.162,2.8786677240285314,9.375263468510227,,383,21175658083
"NRG ENERGY, INC.",NRG,21170211642,21.96,-1.406,15.839060075371322,170.61108234075613,,384,21170211642
"NIKE, Inc.",NKE,21103041332,3.98,-0.38,-6.382978723,-31.46947857,,385,21103041332
CITIZENS FINANCIAL GROUP INC,CFG,20950903339,16.15,1.581,8.638025594149894,20.080828492043423,,386,20950903339
"Natera, Inc.",NTRA,20906816421.760002,,-6.018,0.037902716361344346,324.10283877878953,,387,20906816422
"Interactive Brokers Group, Inc.",IBKR,20696805118,6.51,1.026,7.596083092771849,281.78349066077527,,388,20696805118
STERIS plc,STE,20691029886,47.39,-0.252,1.9750924304339463,36.00207616946733,,389,20691029886
Seagate Technology Holdings plc,STX,20660087144,25.07,2.735,13.161858417332866,58.73557614171949,,390,20660087144
"FIRST SOLAR, INC.",FSLR,20649295348,16.54,1.042,9.441670449387203,257.6488040051919,,391,20649295348
PEMBINA PIPELINE CORP,PBA,20591388091,,1.133,1.4343707713125582,-2.522756827,,392,20591388091
Fortis Inc.,FTS,20580187659,,0.479,0.9141207601635983,-1.687368174,,393,20580187659
BIOGEN INC.,BIIB,20480853237,12.68,-0.481,-8.089196966,-50.88068778,,394,20480853237
TELUS CORP,TU,20475614379.149998,,0.577,2.8761061946902515,-28.42483325,,395,20475614379
"Cboe Global Markets, Inc.",CBOE,20390702656,26.13,0.443,-0.317297851,65.72789925976346,,396,20390702656
VERISIGN INC,VRSN,20154092000,23.47,-0.458,1.3335910320834756,-1.788892011,,397,20154092000
LABORATORY CORP OF AMERICA HOLDINGS,LH,19952982104,45.69,-0.088,4.029304029304043,56.23652205399077,,398,19952982104
Zai Lab Ltd,ZLAB,19875615715,,2.64,-0.534555174,-49.5741386,,399,19875615715
CLOROX CO,CLX,19839669649,53.62,-0.118,-1.311495598,2.004709476229877,,400,19839669649
MCCORMICK & CO INC,MKC,19803769498,24.99,-0.421,-3.843126967,-12.28238109,,401,19803769498
INTERNATIONAL PAPER CO,IP,19777953722,47.09,1.191,5.778520995912288,32.576056168094595,,402,19777953722
Carlyle Group Inc.,CG,19758312858,102.11,1.787,9.407803525,67.69884638737099,,403,19758312858
"BeiGene, Ltd.",BGNE,19693415327.560204,,0.49,2.411842980705245,11.00360576923076,,404,19693415328
Restaurant Brands International Inc.,QSR,19577829600,10.82,0.017,-7.210800859,-4.258350483,,405,19577829600
INSULET CORP,PODD,19346630393,45.96,1.081,5.645995326923824,44.05619972840279,,406,19346630393
SOUTHWEST AIRLINES CO,LUV,19251564730,,-0.187,-4.521118382,-41.95298373,,407,19251564730
Invitation Homes Inc.,INVH,19186803571,43.44,0.772,-2.033156084,2.5876187356698352,,408,19186803571
DraftKings Inc.,DKNG,19158893865,,-0.983,5.618279569892465,202.4634334103156,,409,19158893865
STEEL DYNAMICS INC,STLD,19156987721,10.84,0.664,10.309459104058917,281.7657766990291,,410,19156987721
"Builders FirstSource, Inc.",BLDR,18887746917.600002,15.25,2.154,14.825439026096703,507.1772105068442,,411,18887746918
LOEWS CORP,L,18783243653,10.54,0.197,1.8420120439249104,65.42002301495972,,412,18783243653
"Ulta Beauty, Inc.",ULTA,18781341615,15.62,-2.013,-6.879267928,46.212996389891686,,413,18781341615
ERIE INDEMNITY CO,ERIE,18732900309,,-0.022,-1.61560294,142.8988369,,414,18732900309
PRINCIPAL FINANCIAL GROUP INC,PFG,18677753972.579998,,0.641,5.490246738147533,45.56149732620321,,415,18677753973
"COOPER COMPANIES, INC.",COO,18615071527,47.45,1.336,1.4576308060480585,6.881338451842083,,416,18615071527
TransUnion,TRU,18577868000,77.05,0.57,2.8152302879948223,2.9818496110630974,,417,18577868000
CENOVUS ENERGY INC.,CVE,18506780739,,1.482,-0.594059406,61.83264183728403,,418,18506780739
"Burlington Stores, Inc.",BURL,18445040522,39.22,0.387,1.9294183680628691,29.149257711796622,,419,18445040522
JABIL INC,JBL,18382156302.600002,13.24,0.723,13.203613620569826,277.78293135435996,,420,18382156303
Snap-on Inc,SNA,18298829597,17.17,0.839,2.657004831,106.61647003023654,,421,18298829597
"ESSEX PROPERTY TRUST, INC.",ESS,18214047923.850002,,-0.12,-0.711182735,-7.391432213,,422,18214047924
"Corebridge Financial, Inc.",CRBG,18175400238.149998,,0.789,6.7490811894420375,,,423,18175400238
ESTEE LAUDER COMPANIES INC,EL,18175326726,83.76,-0.269,3.841024273,-64.27457098,,424,18175326726
KEYCORP,KEY,18140478644,122.57,2.578,6.767794632438751,-5.7187017,,425,18140478644
CARLISLE COMPANIES INC,CSL,18124188480,13.38,1.125,8.407439540180036,145.39707867926847,,426,18124188480
"PINTEREST, INC.",PINS,18111736298,83.92,0.461,5.275862068965537,33.02832244008715,,427,18111736298
Hydro One Ltd,HRNNF,18075196913.760002,,1.241,-1.239818116,55.61855670103094,,428,18075196914
"Super Micro Computer, Inc.",SMCI,18047121621,17.2,-0.964,1.115485564,977.2457182803216,,429,18047121621
COMFORT SYSTEMS USA INC,FIX,17930818869.239998,38.3,-0.271,18.799226524548402,913.4379400523032,,430,17930818869
"SoFi Technologies, Inc.",SOFI,17904923438,83.63,1.227,7.142857142857139,,,431,17904923438
"ALEXANDRIA REAL ESTATE EQUITIES, INC.",ARE,17789050344,36.74,1.698,4.346488980010264,-37.86093645,,432,17789050344
NISOURCE INC.,NI,17788945518,21.23,0.21,3.672470076169759,32.14285714285714,,433,17788945518
MID AMERICA APARTMENT COMMUNITIES INC.,MAA,17592821401,32.86,-0.073,-2.62017209,12.588824893410134,,434,17592821401
ENTERGY CORP,ETR,17579313068,9.98,0.836,8.137694539699282,-34.3817527,,435,17579313068
"ZILLOW GROUP, INC.",ZG,17536220438,,1.74,5.617501764290765,59.518226390961416,,436,17536220438
BEST BUY CO INC,BBY,17509859886,13.79,-0.377,-4.545454545,-7.925801012,,437,17509859886
"Nutanix, Inc.",NTNX,17452845944,,-2.119,6.472703497875116,81.54960981047935,,438,17452845944
HUNT J B TRANSPORT SERVICES INC,JBHT,17388125567,30.56,-7.385,1.0488690964490814,43.99632598530391,,439,17388125567
Booz Allen Hamilton Holding Corp,BAH,17384759549,20.97,-0.176,5.718725718725736,72.24965185466516,,440,17384759549
WATSCO INC,WSO,17285245302,27.96,1.055,4.724725147186049,181.97727272727275,,441,17285245302
JACOBS SOLUTIONS INC.,J,17263621859.879997,20.25,0.672,4.220925011225859,78.44028963911174,,442,17263621860
PENTAIR plc,PNR,17022113897,25.52,0.429,2.3648648648648702,120.55234425176619,,443,17022113897
Gen Digital Inc.,GEN,16957960774,27.35,0.732,0.5113221329437607,70.84669935599732,,444,16957960774
"Yum China Holdings, Inc.",YUMC,16956472021,17.64,3.333,-7.307452771,-10.03425348,,445,16956472021
"CF Industries Holdings, Inc.",CF,16881673312,11.75,-0.247,13.701359587435547,111.39681847897145,,446,16881673312
