city,male,female,population,births ,deaths,marriage,divorce
22212焼津市　　　　　　,64838,67524,132362,4104,8123,2581,1044
22213掛川市　　　　　　,55636,55106,110742,4137,6284,2194,776
22214藤枝市　　　　　　,67990,71623,139613,4319,7956,2591,993
22215御殿場市　　　　　,43419,40886,84305,3097,4370,2043,736
22216袋井市　　　　　　,42127,41096,83223,3430,4061,2016,621
22219下田市　　　　　　,9615,10392,20007,389,1851,339,163
22220裾野市　　　　　　,25364,24788,50152,1902,2537,1184,410
22221湖西市　　　　　　,27799,26785,54584,1596,2992,1021,354
22222伊豆市　　　　　　,13282,14711,27993,536,2528,351,195
22223御前崎市　　　　　,15317,14780,30097,882,2002,555,222
22224菊川市　　　　　　,22342,21835,44177,1736,2426,980,308
22225伊豆の国市　　　　,22169,24028,46197,1257,3162,754,397
22226牧之原市　　　　　,20329,21074,41403,1057,2983,647,319
22301東伊豆町　　　　　,5402,5946,11348,141,1198,120,84
22302河津町　　　　　　,3302,3524,6826,136,699,114,63
22304南伊豆町　　　　　,3706,4126,7832,163,876,89,51
22305松崎町　　　　　　,2832,3185,6017,85,663,66,31
22306西伊豆町　　　　　,3315,3687,7002,90,905,70,50
22325函南町　　　　　　,17766,18741,36507,1145,2225,699,308
22341清水町　　　　　　,14775,15678,30453,1037,1814,649,262
22342長泉町　　　　　　,21218,21695,42913,2114,1922,1120,366
22344小山町　　　　　　,9769,8603,18372,474,1210,390,113
22424吉田町　　　　　　,13698,13560,27258,922,1526,556,222
22429川根本町　　　　　,3034,3085,6119,78,770,59,24
22461森町　　　　　　　,8471,8625,17096,412,1300,230,104
23愛知県　　　　　　　 ,3632555,3650705,7283260,279058,364235,181383,58899
2317名古屋市保健所　　 ,1107823,1142941,2250764,87628,118572,63676,19788
2331豊田市保健所　　　 ,211945,192904,404849,15386,16680,10592,3087
2332豊橋市保健所　　　 ,176642,176795,353437,12716,18936,7839,2862
2333岡崎市保健所　　　 ,187789,184509,372298,14901,15985,9403,2929
2334一宮市保健所　　　 ,181897,191428,373325,12950,19971,7729,2890
2354瀬戸保健所　　　　 ,227812,235279,463091,18186,20156,10041,3401
2355半田保健所　　　　 ,135167,135344,270511,9216,14531,5274,2084
2356春日井保健所　　　 ,219224,221121,440345,16562,20915,10747,3630
2357豊川保健所　　　　 ,156151,156242,312393,11076,17885,6601,2281
2358津島保健所　　　　 ,155641,160882,316523,10797,17640,6567,2735
2362西尾保健所　　　　 ,101348,99713,201061,7557,10342,4144,1563
2364江南保健所　　　　 ,132948,136622,269570,9400,14349,5750,1955
2367新城保健所　　　　 ,25566,26168,51734,1116,4461,601,282
2368知多保健所　　　　 ,172955,168180,341135,14077,15512,8467,2657
2369清須保健所　　　　 ,146970,149523,296493,12506,14719,7632,2376
2374衣浦東部保健所　　 ,292677,273054,565731,24984,23581,16320,4379
23100名古屋市　　　　　,1107823,1142941,2250764,87628,118572,63676,19788
23101名古屋市千種区　　,77176,81647,158823,5614,7635,4049,1099
23102名古屋市東区　　　,38838,41745,80583,3471,3669,2786,720
23103名古屋市北区　　　,76846,80818,157664,5635,9925,4396,1554
23104名古屋市西区　　　,72670,74163,146833,5812,7813,4536,1284
23105名古屋市中村区　　,67168,65734,132902,5111,8453,4798,1107
23106名古屋市中区　　　,41868,41545,83413,3346,3696,4681,1137
23107名古屋市昭和区　　,50956,52526,103482,4218,5357,2810,706
23108名古屋市瑞穂区　　,51113,55196,106309,4201,5753,2693,722
23109名古屋市熱田区　　,32298,32316,64614,2285,3692,1789,459
23110名古屋市中川区　　,105530,108175,213705,8585,11774,6686,2203
23111名古屋市港区　　　,67739,67242,134981,4230,8352,3224,1561
23112名古屋市南区　　　,65422,63215,128637,4385,8894,3473,1134
23113名古屋市守山区　　,84617,88671,173288,7284,8827,4152,1593
23114名古屋市緑区　　　,119358,124029,243387,10710,10321,6029,2003
23115名古屋市名東区　　,76964,83975,160939,6323,7143,3554,1225
23116名古屋市天白区　　,79260,81944,161204,6418,7268,4020,1281
23201豊橋市　　　　　　,176642,176795,353437,12716,18936,7839,2862
23202岡崎市　　　　　　,187789,184509,372298,14901,15985,9403,2929
23203一宮市　　　　　　,181897,191428,373325,12950,19971,7729,2890
23204瀬戸市　　　　　　,60519,63084,123603,3627,6992,1986,877
23205半田市　　　　　　,57145,56557,113702,4134,5827,2569,976
23206春日井市　　　　　,148548,152458,301006,11897,14136,7474,2451
23207豊川市　　　　　　,88581,89406,177987,6919,9452,4121,1427
23208津島市　　　　　　,28969,30526,59495,1472,3638,1003,497
23209碧南市　　　　　　,34404,32781,67185,2503,3630,1390,499
23210刈谷市　　　　　　,77558,71150,148708,7079,5923,5020,1115
23211豊田市　　　　　　,211945,192904,404849,15386,16680,10592,3087
23212安城市　　　　　　,92213,88044,180257,7864,7317,4903,1337
23213西尾市　　　　　　,80504,79369,159873,5653,8738,3139,1238
23214蒲郡市　　　　　　,37856,38484,76340,2353,4766,1477,517
23215犬山市　　　　　　,34853,35738,70591,1985,3988,1253,457
23216常滑市　　　　　　,27932,29405,57337,2015,3095,1120,417
23217江南市　　　　　　,47068,49336,96404,3052,5335,1832,686
23219小牧市　　　　　　,70676,68663,139339,4665,6779,3273,1179
23220稲沢市　　　　　　,64664,66769,131433,4569,7112,2622,869
23221新城市　　　　　　,21532,21869,43401,970,3375,525,249
23222東海市　　　　　　,58062,53589,111651,4932,4792,3154,964
23223大府市　　　　　　,45623,44281,89904,4327,3501,2518,606
23224知多市　　　　　　,41338,40905,82243,2803,4124,1675,670
23225知立市　　　　　　,35513,31609,67122,3139,2789,2358,543
23226尾張旭市　　　　　,39812,41892,81704,2932,3621,1495,595
23227高浜市　　　　　　,22075,20719,42794,1873,1979,1139,417
23228岩倉市　　　　　　,22466,22811,45277,2026,2282,1378,386
23229豊明市　　　　　　,33266,32713,65979,2511,3047,1678,485
23230日進市　　　　　　,44335,45688,90023,4421,3158,2590,661
23231田原市　　　　　　,29714,28352,58066,1804,3667,1003,337
23232愛西市　　　　　　,29127,30830,59957,1539,3826,805,414
23233清須市　　　　　　,32608,33040,65648,3507,3223,2161,586
23234北名古屋市　　　　,42008,42304,84312,3797,3729,2460,742
23235弥富市　　　　　　,20445,20860,41305,1582,2214,992,299
23236みよし市　　　　　,30914,28751,59665,2526,1943,1510,468
23237あま市　　　　　　,41469,42608,84077,3282,4453,1971,826
23238長久手市　　　　　,28630,30539,59169,3083,1605,1522,428
23302東郷町　　　　　　,21250,21363,42613,1612,1733,770,355
23342豊山町　　　　　　,7690,7410,15100,633,655,389,179
23361大口町　　　　　　,11984,11684,23668,1036,998,528,174
23362扶桑町　　　　　　,16577,17053,33630,1301,1746,759,252
23424大治町　　　　　　,15896,15711,31607,1386,1338,823,395
23425蟹江町　　　　　　,17639,18115,35754,1392,1876,938,278
23427飛島村　　　　　　,2096,2232,4328,144,295,35,26
23441阿久比町　　　　　,13781,14241,28022,1070,1345,411,201
23442東浦町　　　　　　,23928,24183,48111,1707,2491,993,326
23445南知多町　　　　　,7893,8334,16227,285,1437,202,89
23446美浜町　　　　　　,11058,11116,22174,483,1354,290,138
23447武豊町　　　　　　,21362,20913,42275,1537,2077,809,354
23501幸田町　　　　　　,20844,20344,41188,1904,1604,1005,325
23561設楽町　　　　　　,2151,2260,4411,72,546,36,17
23562東栄町　　　　　　,1409,1516,2925,62,405,26,15
23563豊根村　　　　　　,474,523,997,12,135,14,1
24三重県　　　　　　　 ,837934,880774,1718708,56882,107407,34961,13541
2431四日市市保健所　　 ,147424,147625,295049,10991,16308,7322,2447
2451桑名保健所　　　　 ,134950,138295,273245,9712,14422,5571,2088
2453鈴鹿保健所　　　　 ,117126,118114,235240,8426,12219,5368,2020
2454津保健所　　　　　 ,129151,137060,266211,8866,16600,5441,1989
2456松阪保健所　　　　 ,95969,103811,199780,6681,13352,3803,1688
2457伊勢保健所　　　　 ,106618,119401,226019,6190,17520,3605,1502
2458伊賀保健所　　　　 ,76706,81963,158669,4625,10629,2930,1344
2460尾鷲保健所　　　　 ,14127,16261,30388,562,3207,438,218
2461熊野保健所　　　　 ,15863,18244,34107,829,3150,483,245
24201津市　　　　　　　,129151,137060,266211,8866,16600,5441,1989
24202四日市市　　　　　,147424,147625,295049,10991,16308,7322,2447
24203伊勢市　　　　　　,57683,63969,121652,3924,7981,2218,867
24204松阪市　　　　　　,74617,80450,155067,5277,10073,3124,1346
24205桑名市　　　　　　,65816,68506,134322,4548,7072,2811,1009
24207鈴鹿市　　　　　　,93043,94327,187370,6707,9466,4453,1627
24208名張市　　　　　　,36321,39053,75374,2191,4252,1318,657
24209尾鷲市　　　　　　,7491,8573,16064,329,1597,259,127
24210亀山市　　　　　　,24083,23787,47870,1719,2753,915,393
24211鳥羽市　　　　　　,8194,9158,17352,386,1510,234,94
24212熊野市　　　　　　,7340,8520,15860,367,1606,220,108
24214いなべ市　　　　　,21906,21081,42987,1453,2632,780,302
24215志摩市　　　　　　,21120,24585,45705,922,4279,555,311
24216伊賀市　　　　　　,40385,42910,83295,2434,6377,1612,687
24303木曽岬町　　　　　,2796,2882,5678,105,367,68,53
24324東員町　　　　　　,12269,12922,25191,920,1217,420,162
24341菰野町　　　　　　,19331,20314,39645,1438,2132,729,314
24343朝日町　　　　　　,5379,5474,10853,494,389,242,83
24344川越町　　　　　　,7453,7116,14569,754,613,521,165
24441多気町　　　　　　,6712,7171,13883,365,1041,163,96
24442明和町　　　　　　,10565,11700,22265,833,1343,396,188
24443大台町　　　　　　,4075,4490,8565,206,895,120,58
24461玉城町　　　　　　,7137,7733,14870,510,864,267,116
24470度会町　　　　　　,3792,4006,7798,184,548,108,42
24471大紀町　　　　　　,3615,4117,7732,95,916,83,28
24472南伊勢町　　　　　,5077,5833,10910,169,1422,140,44
24543紀北町　　　　　　,6636,7688,14324,233,1610,179,91
24561御浜町　　　　　　,3762,4271,8033,161,731,85,48
24562紀宝町　　　　　　,4761,5453,10214,301,813,178,89
25滋賀県　　　　　　　 ,679646,700840,1380486,52310,68223,30147,9928
2531大津市保健所　　　 ,164187,175875,340062,12286,16153,6929,2368
2553草津保健所　　　　 ,169264,170803,340067,15323,12726,8507,2385
2554甲賀保健所　　　　 ,68205,67626,135831,4663,6912,2886,1032
2555東近江保健所　　　 ,109263,111352,220615,8138,12037,4826,1656
2557彦根保健所　　　　 ,74841,76545,151386,5445,8056,3288,1222
2558長浜保健所　　　　 ,71378,75249,146627,5170,8983,2922,996
2560高島保健所　　　　 ,22508,23390,45898,1285,3356,789,269
25201大津市　　　　　　,164187,175875,340062,12286,16153,6929,2368
25202彦根市　　　　　　,55150,55856,111006,3983,5539,2533,883
25203長浜市　　　　　　,53567,56372,109939,3906,6688,2248,770
25204近江八幡市　　　　,38862,40773,79635,3107,4199,1763,568
25206草津市　　　　　　,70702,69913,140615,5562,4862,3095,837
25207守山市　　　　　　,40414,41708,82122,3723,3158,1890,553
25208栗東市　　　　　　,33410,34059,67469,4022,2375,2358,669
25209甲賀市　　　　　　,41918,42811,84729,2864,4737,1720,594
25210野洲市　　　　　　,24738,25123,49861,2016,2331,1164,326
25211湖南市　　　　　　,26287,24815,51102,1799,2175,1166,438
25212高島市　　　　　　,22508,23390,45898,1285,3356,789,269
25213東近江市　　　　　,54118,54845,108963,4025,5873,2470,858
25214米原市　　　　　　,17811,18877,36688,1264,2295,674,226
25383日野町　　　　　　,10162,10177,20339,657,1322,399,167
25384竜王町　　　　　　,6121,5557,11678,349,643,194,63
25425愛荘町　　　　　　,9816,10076,19892,791,1010,451,191
25441豊郷町　　　　　　,3345,3599,6944,231,450,121,58
25442甲良町　　　　　　,3039,3268,6307,155,504,82,40
25443多賀町　　　　　　,3491,3746,7237,285,553,101,50
26京都府　　　　　　　 ,1202697,1317315,2520012,82228,140349,52173,18982
2626京都市保健所　　　 ,670407,749291,1419698,45874,77032,32704,10907
2651乙訓保健所　　　　 ,72952,79130,152082,6313,6963,3125,989
2654山城南保健所　　　 ,57333,62811,120144,4326,5146,1878,856
2659中丹西保健所　　　 ,38067,38188,76255,3117,5024,1715,603
2663山城北保健所　　　 ,204043,218802,422845,12807,22016,7238,3198
2664南丹保健所　　　　 ,62446,66779,129225,3671,8346,1991,967
2665中丹東保健所　　　 ,54826,55959,110785,3677,8091,2164,891
2666丹後保健所　　　　 ,42623,46355,88978,2443,7731,1358,571
26100京都市　　　　　　,670407,749291,1419698,45874,77032,32704,10907
26101京都市北区　　　　,54286,60065,114351,3006,6456,1813,728
26102京都市上京区　　　,37046,43907,80953,1902,4675,1523,460
26103京都市左京区　　　,76161,82471,158632,4435,8488,2710,950
26104京都市中京区　　　,49188,58455,107643,3553,5539,2874,746
26105京都市東山区　　　,15637,19956,35593,754,2659,727,226
26106京都市下京区　　　,36826,43341,80167,2710,4106,2520,555
26107京都市南区　　　　,48145,48717,96862,4116,5111,3264,858
26108京都市右京区　　　,92333,104324,196657,6572,10708,4386,1520
26109京都市伏見区　　　,128535,140499,269034,9213,15090,6443,2446
26110京都市山科区　　　,62421,70340,132761,4241,7268,3235,1204
26111京都市西京区　　　,69829,77216,147045,5372,6932,3209,1214
26201福知山市　　　　　,38067,38188,76255,3117,5024,1715,603
26202舞鶴市　　　　　　,39749,39643,79392,2763,5359,1646,660
26203綾部市　　　　　　,15077,16316,31393,914,2732,518,231
26204宇治市　　　　　　,85039,92038,177077,5404,9325,3196,1447
26205宮津市　　　　　　,7910,8721,16631,392,1619,266,106
26206亀岡市　　　　　　,41186,44001,85187,2610,4519,1359,669
26207城陽市　　　　　　,35479,38386,73865,2182,4253,1275,462
26208向日市　　　　　　,26863,29485,56348,2310,2612,1137,419
26209長岡京市　　　　　,38436,41457,79893,3108,3634,1594,457
26210八幡市　　　　　　,33061,35696,68757,1832,3672,1157,552
26211京田辺市　　　　　,35555,37167,72722,2554,2883,1048,456
26212京丹後市　　　　　,24251,26182,50433,1469,4231,796,330
26213南丹市　　　　　　,15200,16082,31282,823,2534,491,220
26214木津川市　　　　　,36990,40304,77294,3153,3035,1257,587
26303大山崎町　　　　　,7653,8188,15841,895,717,394,113
26322久御山町　　　　　,7170,7504,14674,441,841,289,141
26343井手町　　　　　　,3494,3704,7198,183,516,132,68
26344宇治田原町　　　　,4245,4307,8552,211,526,141,72
26364笠置町　　　　　　,540,601,1141,9,152,13,8
26365和束町　　　　　　,1610,1852,3462,58,340,47,34
26366精華町　　　　　　,17077,18799,35876,1073,1405,540,212
26367南山城村　　　　　,1116,1255,2371,33,214,21,15
26407京丹波町　　　　　,6060,6696,12756,238,1293,141,78
26463伊根町　　　　　　,944,976,1920,65,214,23,10
26465与謝野町　　　　　,9518,10476,19994,517,1667,273,125
27大阪府　　　　　　　 ,4116865,4478618,8595483,306976,475107,211116,76413
2701堺市保健所　　　　 ,386336,424934,811270,28836,45379,18327,6933
2729大阪市保健所　　　 ,1260619,1353729,2614348,99299,154053,84258,26931
2731吹田市保健所　　　 ,182642,197373,380015,15168,15875,8532,2433
2744東大阪市保健所　　 ,230328,244022,474350,15276,28077,11134,4444
2745高槻市保健所　　　 ,166428,182879,349307,12257,17574,7050,2310
2746豊中市保健所　　　 ,186353,209884,396237,16442,19759,8959,3043
2747枚方市保健所　　　 ,185951,206791,392742,12586,20017,7261,2853
2748八尾市保健所　　　 ,122019,134991,257010,9157,15263,5518,2208
2749寝屋川市保健所　　 ,109198,117476,226674,7407,13132,4598,2061
2751池田保健所　　　　 ,125472,138798,264270,8512,13004,4544,1861
2754茨木保健所　　　　 ,193683,207015,400698,16581,17531,9938,2983
2758守口保健所　　　　 ,125044,131969,257013,8839,16091,6442,2543
2759四條畷保健所　　　 ,118531,127202,245733,8163,12593,5046,2166
2763藤井寺保健所　　　 ,167731,186019,353750,10916,21157,7062,3171
2765富田林保健所　　　 ,140493,159159,299652,8474,17414,4900,2349
2766和泉保健所　　　　 ,155705,170388,326093,11454,16441,7014,2954
2768岸和田保健所　　　 ,128893,142484,271377,9225,16046,5305,2672
2770泉佐野保健所　　　 ,131439,143505,274944,8384,15701,5228,2498
27100大阪市　　　　　　,1260619,1353729,2614348,99299,154053,84258,26931
27102大阪市都島区　　　,50019,54455,104474,3826,5361,3116,931
27103大阪市福島区　　　,36860,40840,77700,3956,3085,3300,710
27104大阪市此花区　　　,30585,32585,63170,2125,3943,1607,648
27106大阪市西区　　　　,47333,53776,101109,5020,3258,4793,1216
27107大阪市港区　　　　,37889,39861,77750,2513,4989,2058,761
27108大阪市大正区　　　,29348,31192,60540,1715,4497,1310,698
27109大阪市天王寺区　　,35800,41599,77399,3516,3070,2499,746
27111大阪市浪速区　　　,33917,32188,66105,2531,3376,3537,927
27113大阪市西淀川区　　,44969,46807,91776,3271,5304,2595,926
27114大阪市東淀川区　　,83046,86804,169850,5939,9516,5996,1761
27115大阪市東成区　　　,36921,40736,77657,2984,4429,2739,750
27116大阪市生野区　　　,47174,52404,99578,3563,8190,3175,1178
27117大阪市旭区　　　　,41642,45830,87472,3036,6027,2241,786
27118大阪市城東区　　　,77786,86113,163899,6769,8988,4710,1491
27119大阪市阿倍野区　　,49536,58161,107697,4103,5857,2539,781
27120大阪市住吉区　　　,69581,80091,149672,5361,9299,3879,1468
27121大阪市東住吉区　　,58381,65833,124214,4590,9193,3322,1279
27122大阪市西成区　　　,57623,41156,98779,1838,13569,2116,1016
27123大阪市淀川区　　　,87794,88309,176103,7006,8286,7147,1837
27124大阪市鶴見区　　　,52124,58426,110550,4991,5381,2726,1048
27125大阪市住之江区　　,55619,60278,115897,3332,7659,2461,1234
27126大阪市平野区　　　,86435,97307,183742,6221,12580,4366,2084
27127大阪市北区　　　　,65049,68548,133597,6326,4987,6509,1417
27128大阪市中央区　　　,45188,50430,95618,4767,3209,5517,1238
27140堺市　　　　　　　,386336,424934,811270,28836,45379,18327,6933
27141堺市堺区　　　　　,71074,72529,143603,4851,8776,3924,1220
27142堺市中区　　　　　,57308,62397,119705,4574,6480,2693,1306
27143堺市東区　　　　　,39943,44269,84212,2966,4940,1680,622
27144堺市西区　　　　　,63503,69966,133469,4788,7456,3076,1270
27145堺市南区　　　　　,62716,72989,135705,3270,7691,1801,992
27146堺市北区　　　　　,74070,83570,157640,7414,7802,4524,1177
27147堺市美原区　　　　,17722,19214,36936,973,2234,629,346
27202岸和田市　　　　　,88912,99008,187920,6639,11348,3885,1914
27203豊中市　　　　　　,186353,209884,396237,16442,19759,8959,3043
27204池田市　　　　　　,48738,53944,102682,3505,5078,2180,738
27205吹田市　　　　　　,182642,197373,380015,15168,15875,8532,2433
27206泉大津市　　　　　,34489,38408,72897,2713,3784,1803,675
27207高槻市　　　　　　,166428,182879,349307,12257,17574,7050,2310
27208貝塚市　　　　　　,39981,43476,83457,2586,4698,1420,758
27209守口市　　　　　　,67927,72526,140453,5390,8725,3429,1326
27210枚方市　　　　　　,185951,206791,392742,12586,20017,7261,2853
27211茨木市　　　　　　,136888,147220,284108,11526,12158,6994,1993
27212八尾市　　　　　　,122019,134991,257010,9157,15263,5518,2208
27213泉佐野市　　　　　,46920,51213,98133,3180,5444,2154,950
27214富田林市　　　　　,50146,57138,107284,3119,6275,1914,908
27215寝屋川市　　　　　,109198,117476,226674,7407,13132,4598,2061
27216河内長野市　　　　,47043,54005,101048,2415,6380,1543,674
27217松原市　　　　　　,55479,60262,115741,3683,7206,2423,1106
27218大東市　　　　　　,56491,60053,116544,3877,6153,2631,1193
27219和泉市　　　　　　,87387,94568,181955,6070,8365,3529,1600
27220箕面市　　　　　　,63788,70630,134418,4663,5949,2074,946
27221柏原市　　　　　　,32178,35212,67390,1957,3733,1302,509
27222羽曳野市　　　　　,50520,57160,107680,3223,6697,2023,975
27223門真市　　　　　　,57117,59443,116560,3449,7366,3013,1217
27224摂津市　　　　　　,42293,43595,85888,3811,3983,2405,848
27225高石市　　　　　　,26091,29022,55113,2172,3279,1328,520
27226藤井寺市　　　　　,29554,33385,62939,2053,3521,1314,581
27227東大阪市　　　　　,230328,244022,474350,15276,28077,11134,4444
27228泉南市　　　　　　,28380,31057,59437,2005,3392,1163,562
27229四條畷市　　　　　,26483,28174,54657,1773,2801,1096,447
27230交野市　　　　　　,35557,38975,74532,2513,3639,1319,526
27231大阪狭山市　　　　,27201,30798,57999,2188,2827,975,476
27232阪南市　　　　　　,24068,26839,50907,1243,3095,834,440
27301島本町　　　　　　,14502,16200,30702,1244,1390,539,142
27321豊能町　　　　　　,8634,9552,18186,215,1220,155,99
27322能勢町　　　　　　,4312,4672,8984,129,757,135,78
27341忠岡町　　　　　　,7738,8390,16128,499,1013,354,159
27361熊取町　　　　　　,21163,22336,43499,1375,2135,702,349
27362田尻町　　　　　　,4124,4200,8324,328,410,167,79
27366岬町　　　　　　　,6784,7860,14644,253,1225,208,118
27381太子町　　　　　　,6248,6638,12886,322,639,202,110
27382河南町　　　　　　,7544,7997,15541,353,870,208,157
27383千早赤阪村　　　　,2311,2583,4894,77,423,58,24
28兵庫県　　　　　　　 ,2546706,2809942,5356648,183855,302565,113387,42568
2812神戸市保健所　　　 ,693873,785292,1479165,48532,82135,32740,12212
2837尼崎市保健所　　　 ,216160,231176,447336,17975,26504,13223,4238
2838姫路市保健所　　　 ,251414,268266,519680,19448,28867,12129,4633
2839西宮市保健所　　　 ,222588,255396,477984,18092,21398,10452,3369
2840あかし保健所　　　 ,144776,155102,299878,13447,15143,7477,2595
2852芦屋保健所　　　　 ,41211,51105,92316,2764,4805,1536,570
2853伊丹保健所　　　　 ,178861,197097,375958,12708,19241,7063,3020
2854宝塚保健所　　　　 ,154315,177770,332085,10505,15952,5213,2209
2858加古川保健所　　　 ,198246,209144,407390,13959,21884,8513,3305
2863加東保健所　　　　 ,124759,132635,257394,7484,16138,4418,1922
2864龍野保健所　　　　 ,75858,81450,157308,4517,10621,2591,1082
2865赤穂保健所　　　　 ,41916,45317,87233,2342,6101,1309,566
2866福崎保健所　　　　 ,19626,20916,40542,1101,2946,655,290
2869豊岡保健所　　　　 ,50951,55039,105990,3038,8518,1696,707
2871朝来保健所　　　　 ,24402,26282,50684,1495,4349,748,307
2872丹波保健所　　　　 ,47545,51815,99360,2997,7517,1662,681
2874洲本保健所　　　　 ,60205,66140,126345,3451,10446,1962,862
28100神戸市　　　　　　,693873,785292,1479165,48532,82135,32740,12212
28101神戸市東灘区　　　,96379,111154,207533,7648,9378,4561,1546
28102神戸市灘区　　　　,61545,71070,132615,4744,6943,3097,1084
28105神戸市兵庫区　　　,49894,53521,103415,3576,7386,3528,1045
28106神戸市長田区　　　,41352,46791,88143,2563,7232,2403,935
28107神戸市須磨区　　　,71483,83843,155326,5106,9340,2959,1175
28108神戸市垂水区　　　,99127,113648,212775,7222,12503,3849,1721
28109神戸市北区　　　　,98422,109882,208304,5846,11748,3456,1613
28110神戸市中央区　　　,62329,72794,135123,5169,6372,4765,1261
28111神戸市西区　　　　,113342,122589,235931,6658,11233,4122,1832
28201姫路市　　　　　　,251414,268266,519680,19448,28867,12129,4633
28202尼崎市　　　　　　,216160,231176,447336,17975,26504,13223,4238
28203明石市　　　　　　,144776,155102,299878,13447,15143,7477,2595
28204西宮市　　　　　　,222588,255396,477984,18092,21398,10452,3369
28205洲本市　　　　　　,19498,21439,40937,1129,3228,712,296
28206芦屋市　　　　　　,41211,51105,92316,2764,4805,1536,570
28207伊丹市　　　　　　,94273,101063,195336,7787,9219,4444,1768
28208相生市　　　　　　,13373,14575,27948,903,2050,460,176
28209豊岡市　　　　　　,37071,39760,76831,2387,5796,1368,558
28210加古川市　　　　　,125928,132002,257930,8988,13476,5494,2072
28212赤穂市　　　　　　,21889,23636,45525,1238,2986,691,321
28213西脇市　　　　　　,18166,19797,37963,1082,2614,668,275
28214宝塚市　　　　　　,102415,121314,223729,7336,11311,3549,1483
28215三木市　　　　　　,35328,38244,73572,1980,4555,1229,531
28216高砂市　　　　　　,41769,44769,86538,2904,5000,1885,750
28217川西市　　　　　　,70694,80437,151131,4392,8512,2358,1069
28218小野市　　　　　　,22744,23929,46673,1494,2534,773,397
28219三田市　　　　　　,51900,56456,108356,3169,4641,1664,726
28220加西市　　　　　　,20378,21050,41428,1027,2866,650,280
28221丹波篠山市　　　　,18570,20257,38827,1129,3008,639,286
28222養父市　　　　　　,10596,11427,22023,617,2035,303,103
28223丹波市　　　　　　,28975,31558,60533,1868,4509,1023,395
28224南あわじ市　　　　,20978,22780,43758,1253,3491,657,324
28225朝来市　　　　　　,13806,14855,28661,878,2314,445,204
28226淡路市　　　　　　,19729,21921,41650,1069,3727,593,242
28227宍粟市　　　　　　,16567,18014,34581,882,2817,545,231
28228加東市　　　　　　,19026,19754,38780,1516,2092,893,327
28229たつの市　　　　　,35650,38122,73772,2164,4697,1215,511
28301猪名川町　　　　　,13894,15597,29491,529,1510,261,183
28365多可町　　　　　　,9117,9861,18978,385,1477,205,112
28381稲美町　　　　　　,14508,15316,29824,857,1696,453,219
28382播磨町　　　　　　,16041,17057,33098,1210,1712,681,264
28442市川町　　　　　　,5402,5697,11099,200,961,160,80
28443福崎町　　　　　　,9288,9601,18889,645,1100,339,136
28446神河町　　　　　　,4936,5618,10554,256,885,156,74
28464太子町　　　　　　,16138,17097,33235,1155,1589,636,252
28481上郡町　　　　　　,6654,7106,13760,201,1065,158,69
28501佐用町　　　　　　,7503,8217,15720,316,1518,195,88
28585香美町　　　　　　,7623,8342,15965,352,1503,176,88
28586新温泉町　　　　　,6257,6937,13194,299,1219,152,61
29奈良県　　　　　　　 ,617815,693915,1311730,40167,76751,23697,9519
2931奈良市保健所　　　 ,163107,187802,350909,10496,19633,6286,2382
2952郡山保健所　　　　 ,161110,178458,339568,10584,18390,5912,2329
2956吉野保健所　　　　 ,30556,33770,64326,1098,6097,938,453
2957中和保健所　　　　 ,263042,293885,556927,17989,32631,10561,4355
29201奈良市　　　　　　,163107,187802,350909,10496,19633,6286,2382
29202大和高田市　　　　,28746,32448,61194,1682,3980,1234,557
29203大和郡山市　　　　,38928,43618,82546,2403,4782,1576,585
29204天理市　　　　　　,30820,32235,63055,2167,3481,1302,428
29205橿原市　　　　　　,56794,63083,119877,4250,6132,2702,925
29206桜井市　　　　　　,25622,28611,54233,1654,3426,1049,490
29207五條市　　　　　　,13074,14573,27647,498,2347,405,197
29208御所市　　　　　　,11024,12788,23812,483,2216,370,183
29209生駒市　　　　　　,54436,60945,115381,3556,5307,1762,745
29210香芝市　　　　　　,36674,40873,77547,3203,3114,1655,599
29211葛城市　　　　　　,17316,19164,36480,1410,1844,634,273
29212宇陀市　　　　　　,13276,14607,27883,458,2435,333,188
29322山添村　　　　　　,1526,1666,3192,42,354,28,14
29342平群町　　　　　　,8394,9515,17909,420,1181,217,121
29343三郷町　　　　　　,10816,12254,23070,792,1345,443,186
29344斑鳩町　　　　　　,12886,14517,27403,1024,1454,448,195
29345安堵町　　　　　　,3304,3708,7012,180,486,136,55
29361川西町　　　　　　,3844,4163,8007,197,503,109,48
29362三宅町　　　　　　,3011,3345,6356,161,447,88,45
29363田原本町　　　　　,14760,16190,30950,1107,1822,670,287
29385曽爾村　　　　　　,586,694,1280,23,148,15,5
29386御杖村　　　　　　,688,782,1470,16,219,13,3
29401高取町　　　　　　,3137,3583,6720,93,539,69,35
29402明日香村　　　　　,2433,2731,5164,123,428,70,26
29424上牧町　　　　　　,10053,11524,21577,486,1569,325,178
29425王寺町　　　　　　,11276,12571,23847,1068,1175,508,181
29426広陵町　　　　　　,15938,17686,33624,1215,1516,490,234
29427河合町　　　　　　,7864,9042,16906,360,1118,227,98
29441吉野町　　　　　　,2797,3367,6164,71,832,73,42
29442大淀町　　　　　　,7835,8682,16517,293,1204,235,145
29443下市町　　　　　　,2342,2658,5000,62,578,59,23
29444黒滝村　　　　　　,292,325,617,20,94,16,8
29446天川村　　　　　　,566,609,1175,18,131,12,4
